"item_id",qty_available,"stock_status","active_status"
"BLK86TP06OD5039",0,"N","Y"
"BLK86TP07BK3230",0,"N","Y"
"BLK86TP07BK3632",0,"N","Y"
"BLK86TP07BK4236",0,"N","Y"
"BLK86TP07BK5439",0,"N","Y"
"BLK86TP07GR4432",0,"N","Y"
"BLK86TP07KH3436",0,"N","Y"
"BLK86TP07KH4436",0,"N","Y"
"BLK86TP07NA3230",0,"N","Y"
"BLK86TP07NA3632",0,"N","Y"
"BLK86TP07NA4230",0,"N","Y"
"BLK86WP00GGSM",0,"N","Y"
"BLK87G3JKBK0R",0,"N","Y"
"BLK88CS04BKXL",0,"N","Y"
"BLK88CS04NBSM",0,"N","Y"
"BLK88CS05GT3XL",0,"N","Y"
"BLK88CS05YTMD",0,"N","Y"
"BLK88TS05CB2XL",0,"N","Y"
"BLK88TS06CBSM",0,"N","Y"
"BLK90BC11WH",0,"N","Y"
"BLK90GT00GH3XL",0,"N","Y"
"BLK90GT01BKSM",0,"N","Y"
"BLK90GT02BK2XL",0,"N","Y"
"BLK90GT02GHMD",0,"N","Y"
"BLK90GT03BKLG",0,"N","Y"
"BLK90GT04GH3XL",0,"N","Y"
"BLK90GT04WHSM",0,"N","Y"
"BLK92CB02NAMD",0,"N","Y"
"BLK92CC03GWSM",0,"N","Y"
"BLK92CC04GWMD",0,"N","Y"
"BLK92CC04RRLG",0,"N","Y"
"BLK92GH00HGXL",0,"N","Y"
"BLK92GT01BKMD",0,"N","Y"
"BLK92GT01WHSM",0,"N","Y"
"BLK92NT02BK3235",0,"N","Y"
"BLK92NT02KH3035",0,"N","Y"
"BLK92NT02KH4031",0,"N","Y"
"BLK92PP02BOXL",0,"N","Y"
"BLK92TP02BK2831",0,"N","Y"
"BLK92TP02BK3635",0,"N","Y"
"BLK92TP02CB3435",0,"N","Y"
"BLK92TP02KH3835",0,"N","Y"
"BLK92TP02NA3231",0,"N","Y"
"BLK92TP02OD3031",0,"N","Y"
"BLK92TP03CB3231",0,"N","Y"
"BLK92TP03CB4035",0,"N","Y"
"BLK92TP03NA3231",0,"N","Y"
"BLK92TP03OD2635",0,"N","Y"
"BLK92TP03OD3631",0,"N","Y"
"BLK92TS01CBSM",0,"N","Y"
"BLK92TS01NAMD",0,"N","Y"
"BLK92TS03BKLG",0,"N","Y"
"BLK92TS03KH2XL",0,"N","Y"
"BLK92TS03ODXL",0,"N","Y"
"BLK92TS04NAXL",0,"N","Y"
"BLK92TT02BLSM",0,"N","Y"
"BLK92WJ00BGMD",0,"N","Y"
"BLK92WJ01NALG",0,"N","Y"
"BLKFFBHHND1MBK",0,"N","Y"
"KER1556TIX",0,"N","Y"
"KER1660PUR",3,"S","Y"
"KER1896GH",0,"N","Y"
"KER3840X",0,"N","Y"
"KERHAT10",0,"N","Y"
"ALN1478",0,"N","Y"
"ALN2183",0,"N","Y"
"ALN44606",0,"N","Y"
"ALN44820",0,"N","Y"
"ALN6627",0,"N","Y"
"ALN92252",0,"N","Y"
"ALN96252",0,"N","Y"
"ALNMP4297",0,"N","Y"
"AMTATIMT3435",0,"N","Y"
"AMTDRA12302BL",0,"N","Y"
"AMTDRA14301GR",0,"N","Y"
"AMTDRA15301TN",0,"N","Y"
"AMTGER4110112",0,"N","Y"
"AMTSCORS2917TN",0,"N","Y"
"AMTTNAA300WM165",0,"N","Y"
"CCI5257",0,"N","Y"
"CHA40446",0,"N","Y"
"CHA44892",0,"N","Y"
"CHA78058",0,"N","Y"
"CHA78067",0,"N","Y"
"CHA78083",0,"N","Y"
"CHA78092",0,"N","Y"
"CHA78103",0,"N","Y"
"CHA78112",0,"N","Y"
"FEDAE68A",0,"N","Y"
"FEDPR308UPB50",0,"N","Y"
"WVR48373",0,"N","Y"
"WVR800612",0,"N","Y"
"WVR849255",0,"N","Y"
"WVR99516",0,"N","Y"
"STR25200",0,"N","Y"
"WARM898829G",0,"N","Y"
"WARM902830S",0,"N","Y"
"WARM902879S",0,"N","Y"
"STR69135",0,"N","Y"
"STR75732",0,"N","Y"
"STR90500",0,"N","Y"
"SMIDBSC",0,"N","Y"
"SMIDS3",0,"N","Y"
"ZIP28052",0,"N","Y"
"ZIP28073",0,"N","Y"
"ZIP41067",0,"N","Y"
"ZIP45007",0,"N","Y"
"ZIP45021",0,"N","Y"
"ZIP45024",0,"N","Y"
"FIV743690193836",0,"N","Y"
"FIV743690553030",0,"N","Y"
"FIV743691902830",0,"N","Y"
"FIV743691903632",0,"N","Y"
"FIV743691904434",0,"N","Y"
"FIV743850552836",0,"N","Y"
"FIV743850554232",0,"N","Y"
"FIV743851903234",1,"S","Y"
"FIV743851904434",0,"N","Y"
"FIV743857243434",0,"N","Y"
"FIV743857244030",0,"N","Y"
"FIV743857244036",0,"N","Y"
"BUS134212",0,"N","Y"
"BUS134218C",0,"N","Y"
"BUS191142",0,"N","Y"
"BUS201965",28,"S","Y"
"BUS360500",0,"N","Y"
"MILTLMKR",1,"N","Y"
"MILTLTL1",0,"N","Y"
"UNC42155",0,"N","Y"
"UNC87701",0,"N","Y"
"BCY35620",2,"S","Y"
"HOG52029",10,"S","Y"
"CHA46060",0,"N","Y"
"CHA46110",0,"N","Y"
"LEU110801",6,"S","Y"
"LEU110819",3,"S","Y"
"LEU115150",2,"S","Y"
"TRJTA109",0,"N","Y"
"ATIA1201140",0,"N","Y"
"ATIA2201226",0,"N","Y"
"ATIA2401280",0,"N","Y"
"FIV1203301910W",0,"N","Y"
"FIV120330197W",0,"N","Y"
"FIV1203301985W",0,"N","Y"
"FIV1203401912",0,"N","Y"
"FIV1203401985",0,"N","Y"
"FIV1203701975W",0,"N","Y"
"FIV1221701985",0,"N","Y"
"FIV40126019L",0,"N","Y"
"FIV480177242XLT",0,"N","Y"
"FIV48112120S",0,"N","Y"
"FIV48112724XL",0,"N","Y"
"FIV481247242XL",0,"N","Y"
"BLK15TP00BK",0,"N","Y"
"BLK32B500BKST3A4C",0,"N","Y"
"BLK32BV00CTST3A4",0,"N","Y"
"BLK32V500BK",0,"N","Y"
"BLK430607BKL",0,"N","Y"
"BLK44H107PLR",0,"N","Y"
"BLK44H505BWR",0,"N","Y"
"BLK44HT01BKL",0,"N","Y"
"BLK83BT00CT045M",0,"N","Y"
"BLK83BT02SG075W",0,"N","Y"
"BLK83BT02SG120M",0,"N","Y"
"BLK86TP02CB4036",0,"N","Y"
"BLK87HP17DD3034",0,"N","Y"
"BLK87HP17DD3232",0,"N","Y"
"BLK87HP17DD3836",0,"N","Y"
"BLK87HP17DD4034",0,"N","Y"
"BLK87HP17DD5439",0,"N","Y"
"BLK88PP02BK2XL",0,"N","Y"
"BLK88PP02BKMD",0,"N","Y"
"BLK88PP02NAXL",0,"N","Y"
"BLK88PP02RBLG",0,"N","Y"
"BLK88PP02WHSM",0,"N","Y"
"BLK88TS01CB3XL",0,"N","Y"
"BLK90DB02WHLG",0,"N","Y"
"CRMLG911",5,"S","Y"
"CAL445033",0,"N","Y"
"CAL894050",0,"N","Y"
"WHE156213",0,"N","Y"
"WHE156777",0,"N","Y"
"BRN1130013",0,"N","Y"
"BRN1130271",0,"N","Y"
"BRN1130303",0,"N","Y"
"BRN1130311",0,"N","Y"
"BRN1130653",0,"N","Y"
"BRN1130683",0,"N","Y"
"BRN1130863",0,"N","Y"
"BRN1131033",0,"N","Y"
"BRN1131493",0,"N","Y"
"BRN1134233",0,"N","Y"
"BRN1136133",0,"N","Y"
"BRN1136173",0,"N","Y"
"BRN11411",0,"N","Y"
"DAN08171PNKXL",0,"N","Y"
"DAN15168BLKM",0,"N","Y"
"DANLICENSEPLATEESPXL",0,"N","Y"
"DANLICENSEPLATEGRNL",0,"N","Y"
"DANTRUEAMERICANRIFLEBLKS",0,"N","Y"
"DANTRUEAMERICANRIFLECHRC3XL",0,"N","Y"
"FIV71339162M",0,"N","Y"
"FIV71339T0192XL",0,"N","Y"
"BUC0283CMS15C",0,"N","Y"
"PWR1022CTKNOADJ",0,"N","Y"
"SNLCDSLSLXAPL04CO",0,"N","Y"
"SNLCDSNPWRDC11",0,"N","Y"
"TRJAC11026",0,"N","Y"
"EDEXB116S",1,"S","Y"
"BLFBBM889E",10,"S","Y"
"SFGSG00313",16,"S","Y"
"SFGSG00317",0,"N","Y"
"BAR1084",0,"N","Y"
"BAR1089",0,"S","Y"
"BAR16043",0,"N","Y"
"BAR16061",0,"N","Y"
"BAR16162",0,"N","Y"
"BAR17081",0,"N","Y"
"BAR78020",0,"N","Y"
"BAR78021",0,"N","Y"
"DRT54150",0,"S","Y"
"ADC1025",0,"N","Y"
"ADCBSLZ",0,"N","Y"
"ADCM2X1",0,"N","Y"
"ADCX39",0,"N","Y"
"OLD1011OT",0,"N","Y"
"OLD1143OT",0,"N","Y"
"OLD123OT",0,"N","Y"
"OLD160OT",0,"N","Y"
"OLD16OT",0,"N","Y"
"OLD34OT",0,"N","Y"
"OLD8OTYCP",0,"N","Y"
"OLDMA3S",0,"N","Y"
"SCHSCBAT26",0,"N","Y"
"SCHSCH203T",0,"N","Y"
"SCHSCHA3BCP",0,"N","Y"
"SCHSCHC",0,"N","Y"
"SCHSCHF3N",0,"N","Y"
"SCHSCHSA2TBSCP",0,"N","Y"
"SCHSCPEN3BK",0,"N","Y"
"SCHST175",0,"N","Y"
"SWKCH0017",0,"N","Y"
"SWKCHDDS",0,"N","Y"
"SWKCK110GL",0,"N","Y"
"SWKCK5TBS",0,"N","Y"
"SWKCKG20BRS",0,"N","Y"
"SWKCKSUR6",0,"N","Y"
"SWKSPECLBD",0,"N","Y"
"SWKSPECMS",0,"N","Y"
"WVR49328",0,"N","Y"
"RUG90272",13,"S","Y"
"RUG90284",6,"S","Y"
"RUG90293",0,"N","Y"
"PROPM081",1,"S","Y"
"SECHC14PKUS",0,"N","Y"
"KER1620FL",6,"S","Y"
"BSQ21054",0,"N","Y"
"BUR201344",101,"S","Y"
"CHA45324",0,"N","Y"
"HVZFO2008II",0,"N","Y"
"OUT42386",0,"N","Y"
"BCY35828",12,"S","Y"
"BERS5AR0384",0,"N","Y"
"HOG22810",3,"S","Y"
"MOS90936",0,"N","Y"
"MOS92156",0,"N","Y"
"MOS93020",0,"N","Y"
"SAK538",0,"N","Y"
"SPRXD5011",107,"S","Y"
"SPRXD4546",0,"S","Y"
"TEX10550",0,"N","Y"
"TEX15046",0,"N","Y"
"TEX15106",0,"N","Y"
"TEX17410",0,"N","Y"
"KIM1000302A",0,"N","Y"
"MEPML10110",13,"S","Y"
"MEPML11410Y",0,"N","Y"
"TRJRX3025",0,"N","Y"
"HNK234268S",0,"S","Y"
"BUS731303",66,"S","Y"
"LEU66105",0,"N","Y"
"LEU66360",0,"N","Y"
"LEU66830",0,"N","Y"
"TRJTA11J308A",0,"N","Y"
"TRJTA44S10",0,"N","Y"
"CHA40609",0,"N","Y"
"MECMGCZ7519AFC",0,"N","Y"
"MTMS107211",12,"S","Y"
"SECSRUHAPK",0,"N","Y"
"CHA40512",7,"S","Y"
"STR67103",0,"N","Y"
"TRJTR22G",0,"S","Y"
"HNK215979S",33,"S","Y"
"DOS108421",40,"S","Y"
"DOS44850",0,"N","Y"
"ATIA2101232",17,"S","Y"
"TEX15114",0,"N","Y"
"STKPS514",3,"S","Y"
"STKQAS1304",1,"S","Y"
"TRJTA31G",2,"S","Y"
"GLKAP60212",0,"N","Y"
"LEU67955",2,"S","Y"
"SNW20645",0,"S","Y"
"KHRK386",17,"S","Y"
"MECF42099",0,"N","Y"
"TRJRM0133",0,"N","Y"
"TRJTR118",0,"N","Y"
"TRJTR127",0,"N","Y"
"HVZKB2110R",0,"N","Y"
"WVR849352",0,"N","Y"
"BUS785460ED",0,"N","Y"
"PEAPGXDPLUS",90,"S","Y"
"TSI26010",0,"N","Y"
"PLN122850",0,"N","Y"
"LEU110081",1,"S","Y"
"STR75768",0,"N","Y"
"STR88860",11,"S","Y"
"STR991126",0,"N","Y"
"INSMTV700A1",1,"S","Y"
"STR88030",8,"S","Y"
"BLK15UK00SL",0,"N","Y"
"BLK20DB01OD",0,"N","Y"
"BLK20MOB2BK",0,"N","Y"
"BLK21DT00BK",0,"N","Y"
"BLK40AH01BKL",0,"N","Y"
"BLK40HS05BKMD",9,"S","Y"
"BLK40QD22BK",0,"N","Y"
"BLK40SV03BKR",0,"N","Y"
"BLK410525BKL",0,"S","Y"
"BLK410541BKR",0,"S","Y"
"BLK65TI00CT",0,"N","Y"
"BLK67NB32GR",0,"N","Y"
"BLK70GS15BK",0,"N","Y"
"BLK70SW01BK",0,"N","Y"
"BLK73IP04BKL",2,"S","Y"
"BLK73IR01BKL",0,"N","Y"
"BLK73NH02BKR",10,"S","Y"
"BLK74CC02BK",0,"N","Y"
"BLK75AF002IR",0,"N","Y"
"BLK87PP01RRSM",0,"N","Y"
"BLK87PP01WH3XL",0,"N","Y"
"BLK88CS03BLMD",1,"S","Y"
"BLK88TS01BK3XL",0,"N","Y"
"BLK90IN04GB",0,"N","Y"
"BLK90SAFVR",0,"N","Y"
"BLK990453OD",0,"N","Y"
"KELP32380",50,"S","Y"
"FLM1408",140,"S","Y"
"FLM5900FCR",0,"N","Y"
"FLM5958FL",0,"N","Y"
"DEW1117S",0,"N","Y"
"DEW35J",0,"N","Y"
"DEW38C12",0,"N","Y"
"DEW45JM",17,"S","Y"
"DEW54BP",0,"N","Y"
"DEWBB22",0,"N","Y"
"DEWBB44P",0,"N","Y"
"DEWF34",0,"N","Y"
"DEWGB2",0,"N","Y"
"DEWLF",0,"N","Y"
"TAPAK0684",0,"N","Y"
"TAPAR09102",0,"N","Y"
"TAPSTK06201DE",0,"N","Y"
"TAPSTK06311DE",0,"N","Y"
"PROSAI05",0,"N","Y"
"ALN11712",0,"N","Y"
"ALN11767",0,"N","Y"
"ALN448",4,"S","Y"
"ALN8140",0,"N","Y"
"KER3650ST",6,"S","Y"
"FIO1235GGT",0,"N","Y"
"FIO1235TRK5",0,"N","Y"
"FIO123HV5",0,"N","Y"
"ZIP204",0,"N","Y"
"ZIP21063",0,"N","Y"
"TAU51014116",0,"S","Y"
"STKGCB900",0,"S","Y"
"STKTD22GBE",0,"N","Y"
"STKSO332",0,"N","Y"
"CRK9030",0,"N","Y"
"CRK9065KC",0,"N","Y"
"CRK9095",0,"N","Y"
"RDM47150",0,"N","Y"
"RDM47226",0,"N","Y"
"RDM47240",0,"N","Y"
"TUF5075TTA16",3,"S","Y"
"TUF5077TTA12",5,"S","Y"
"TUF7723BP",0,"N","Y"
"TUF7736BPG",0,"N","Y"
"MAGXL50S3036",0,"N","Y"
"EAREP1RM1BULK",0,"N","Y"
"EAREP2RS1BULK",0,"N","Y"
"SIGMAG226920",78,"S","Y"
"ATVTMPH",0,"N","Y"
"BLK15M111YL",0,"N","Y"
"BLK20EO01BK",0,"N","Y"
"BLK20O201RD",0,"N","Y"
"BLK32AC08CTCTS",0,"N","Y"
"BLK32B401MCST3A4C",0,"N","Y"
"LEU111748",0,"S","Y"
"SWKSW511",0,"N","Y"
"SWKSW7",0,"N","Y"
"SWKSWA24S",0,"N","Y"
"SWKSWA25CP",0,"N","Y"
"SWKSWBLOP2G",0,"N","Y"
"SWKSWBLOP3SMBSCP",0,"N","Y"
"SWKSWBLOP3SMS",4,"S","Y"
"SWKSWBLOP4B",0,"N","Y"
"SWKSWBLOP4BSCP",0,"N","Y"
"SWKSWHRT11B",0,"N","Y"
"SWKSWMP4LB",0,"N","Y"
"SWKSWMP6CP",0,"N","Y"
"SWKSWPEN3BK",2,"S","Y"
"SWKSWPGB",0,"N","Y"
"UNH885UHCP",0,"N","Y"
"WEDTBB2000TR",0,"N","Y"
"WEDTBB3000PH",0,"N","Y"
"WEDTBB3200FA",0,"N","Y"
"WEDTBB4000TR",0,"N","Y"
"WEDTBB4607",0,"N","Y"
"WEDTBB4670",0,"N","Y"
"WEDTBER1004",0,"N","Y"
"WEDTBER2001PK",0,"N","Y"
"WEDTBER2004",0,"N","Y"
"WEDTBER2507",0,"N","Y"
"WEDTBJS1035TR",0,"N","Y"
"WEDTBNC1042BL",0,"N","Y"
"WEDTBNC3001PK",0,"N","Y"
"WEDTBW1003",0,"N","Y"
"ARC53000070081013",0,"N","Y"
"ARC53000070084013",0,"N","Y"
"ARC54000070105012",0,"N","Y"
"ARC54010070103012",0,"N","Y"
"FUL10420050500014",0,"N","Y"
"FUL11220050005014",0,"N","Y"
"FUL14200060005014",0,"N","Y"
"FUL14210010500114",0,"N","Y"
"FUL14250010006013",0,"N","Y"
"FUL14250020000113",0,"N","Y"
"FUL31030070099912",0,"N","Y"
"ONX10200020000212",0,"N","Y"
"ONX10320099900412",0,"N","Y"
"ONX11600081000212",0,"N","Y"
"ONX11640070104013",0,"N","Y"
"ONX11720070108012",0,"N","Y"
"ONX12050070605013",0,"N","Y"
"ONX13320010000412",0,"N","Y"
"ONX15600050007014",0,"N","Y"
"ONX50040050073012",0,"N","Y"
"ONX50100050006012",0,"N","Y"
"ONX50800050002012",0,"N","Y"
"ONX50820050004012",0,"N","Y"
"XSY58500070005012",0,"N","Y"
"XSY58520070085012",0,"N","Y"
"WGI6VSP",0,"N","Y"
"WGIAC5XC",0,"N","Y"
"WGIEZ1",0,"N","Y"
"WGIFZ12",0,"N","Y"
"WGIM6B",0,"N","Y"
"WGIMC1",0,"S","Y"
"WGITH270D2",0,"N","Y"
"ACMAM00878PWW",0,"N","Y"
"ACMAM00899CEU",0,"N","Y"
"ACMAM00981PWW",0,"N","Y"
"ACMAM00984PWW",0,"N","Y"
"ACMAM364770WW",0,"N","Y"
"ACMAM36556PWW",0,"N","Y"
"JOBJB01136CEN",0,"N","Y"
"JOBJB01237CAM",0,"N","Y"
"JOBJB01258BAM",8,"S","Y"
"JOBJB01279BWW",0,"N","Y"
"LOWLP349960EU",0,"N","Y"
"LOWLP35183PEU",0,"N","Y"
"LOWLP36077PEU",0,"N","Y"
"LOWLP36119PEU",0,"N","Y"
"LOWLP36358PAM",0,"N","Y"
"LOWLP364360WW",0,"N","Y"
"LOWLP36504PWW",0,"N","Y"
"LOWLP365070AM",0,"N","Y"
"TNT12BR",22,"S","Y"
"TNT2ET",111,"S","Y"
"ERG4005PINK",0,"N","Y"
"ERG4255BK",0,"N","Y"
"ERG4340GADSDEN",0,"N","Y"
"ERG43693PKOD",0,"N","Y"
"ERG4511BK",0,"N","Y"
"ERG4925BK",4,"S","Y"
"ERG4965CB",0,"N","Y"
"ERG4965PINK",0,"N","Y"
"ERG4996",7,"S","Y"
"ERG6000RPK",0,"N","Y"
"WAL512502",0,"N","Y"
"WAL576602",0,"N","Y"
"WAL577110",0,"N","Y"
"GRVAC96",0,"N","Y"
"GRVEZ16",0,"N","Y"
"GRVEZ410",0,"N","Y"
"GRVEZUN",0,"N","Y"
"GRVHL14115R",0,"N","Y"
"GRVHL14712R",0,"N","Y"
"GRVHL14803",0,"N","Y"
"GRVHM47",0,"N","Y"
"GRVHM64",0,"N","Y"
"GRVSL27",0,"N","Y"
"GRVSL55",6,"S","Y"
"GRVSW12",0,"N","Y"
"GRVSW27",0,"N","Y"
"USSBAS3X1",0,"N","Y"
"UAG86000281901",0,"N","Y"
"UAG86000332800",2,"S","Y"
"UAG86000356002",0,"N","Y"
"UAG8600041060681",0,"N","Y"
"UAG8600044354561",0,"N","Y"
"UAG8600051104361",7,"S","Y"
"UAG8600056950198",0,"N","Y"
"UAG860053931",0,"N","Y"
"UAG8610028010101",6,"S","Y"
"BKS44250",0,"N","Y"
"BKS44450",0,"N","Y"
"CMC61070",0,"N","Y"
"EKA605608",0,"N","Y"
"EKA745504",0,"N","Y"
"MLT60MM110DCB",0,"N","Y"
"NDR21065",0,"N","Y"
"NDR31150",30,"S","Y"
"NDR52010",0,"N","Y"
"SNG80DS01ODSM",0,"N","Y"
"SNG90020",0,"N","Y"
"SNG91097",0,"N","Y"
"SNG91102",0,"N","Y"
"SNG91125ATAC",0,"N","Y"
"SNG91126ATAC",0,"N","Y"
"SNG91140",0,"N","Y"
"SNG91150",0,"N","Y"
"SNG91335",0,"N","Y"
"SNG92035",0,"N","Y"
"SNG92110",0,"N","Y"
"SNG92130",0,"N","Y"
"SNG92151",0,"N","Y"
"SNG92154",0,"N","Y"
"SNG92196",0,"N","Y"
"SNG92550",0,"N","Y"
"SNG92880",0,"N","Y"
"SNG97210",0,"N","Y"
"WLD21297",0,"N","Y"
"WLD21364",0,"N","Y"
"LOWLP36612PWW",0,"N","Y"
"TGF65226",0,"N","Y"
"TGF76500",0,"N","Y"
"TGFDELUXE",5,"S","Y"
"TSUTS73001K",0,"N","Y"
"TUF1201TTLCOOFF",0,"N","Y"
"WARRAMP1DE",4,"S","Y"
"LEU91394",109,"S","Y"
"PRL43003XL",0,"C","Y"
"BERGU8833100857XXXL",1,"S","Y"
"BERTS517085074AL",0,"S","Y"
"BERTS7172940999S",2,"S","Y"
"HOG60027",27,"S","Y"
"FIV59355120M",0,"N","Y"
"FIV593560192XL",0,"N","Y"
"FIV594920194XL",0,"N","Y"
"FIV59493019S",0,"N","Y"
"FIV62064010XS",0,"N","Y"
"FIV711771604XL",0,"N","Y"
"FIV723440193XL",0,"N","Y"
"FIV723450194XL",0,"N","Y"
"TROSTSHWM70LWT00",0,"N","Y"
"PST12C",0,"N","Y"
"PST12GABX3P",0,"N","Y"
"PST17P",0,"N","Y"
"PST1PS1222U",2,"S","Y"
"PST1PS4227U",0,"S","Y"
"PST1PS82226",4,"S","Y"
"PST214500",14,"S","Y"
"PST3500",0,"N","Y"
"PST44P",9,"S","Y"
"PST6522",8,"S","Y"
"PST6NR",11,"S","Y"
"PSTBG4",0,"N","Y"
"PSTJ20B",10,"S","Y"
"PSTJ50B",0,"N","Y"
"PSTMP2427",13,"S","Y"
"PSTPG410",0,"N","Y"
"PSTTB223",17,"S","Y"
"PSTUPISTOL",13,"S","Y"
"BERBC20916825",0,"N","Y"
"BERBC73919475",0,"N","Y"
"TRN90326",7,"S","Y"
"TRN90372",0,"N","Y"
"DED88441",0,"N","Y"
"GMGGMAKQRS",0,"N","Y"
"FIV12220831115",0,"N","Y"
"FIV1222083112",0,"N","Y"
"FIV122208318",0,"N","Y"
"FIV50046019",0,"N","Y"
"FIV50046190",0,"N","Y"
"FIV59492114M",0,"N","Y"
"FIV61164160XS",0,"N","Y"
"ZIP28218",0,"N","Y"
"ZIP28256",0,"N","Y"
"ZIP28273",0,"N","Y"
"ZIP28341",0,"N","Y"
"ZIP41120",0,"N","Y"
"FLM8102SF",0,"N","Y"
"KIM1000017A",0,"N","Y"
"KIMLG10005",0,"N","Y"
"KIMLG10012",0,"N","Y"
"OUT42643",0,"N","Y"
"FIV41180160L",0,"N","Y"
"FIV41180160XL",0,"N","Y"
"FIV41180T016XL",0,"N","Y"
"FIV41180T0194XL",0,"N","Y"
"FIV41180T724L",0,"N","Y"
"INDACAN3PKB",0,"N","Y"
"INDSSPTITANIUM",0,"N","Y"
"TEXTRP010NXT",5,"N","Y"
"CMM55CA668",263,"S","Y"
"CMM22B7CC2",0,"S","Y"
"CMM22BA4B1",0,"N","Y"
"CMM22BA4F9",0,"N","Y"
"CMM22BA6DE",0,"N","Y"
"CMM30DF8CC",0,"N","Y"
"CMM38DF45E",0,"N","Y"
"CMM55B9073",0,"N","Y"
"CMM55BA556",72,"S","Y"
"CMM55BE184",0,"N","Y"
"CMM55CA93F",9,"S","Y"
"CMM55DA220",0,"N","Y"
"CMM55DA21F",2,"S","Y"
"CMM55DBB32",0,"N","Y"
"CMM90D1A3D",0,"N","Y"
"FIV10013019SM",0,"N","Y"
"FIV122240199",0,"N","Y"
"FIV1222501914W",0,"N","Y"
"FIV122250196",0,"N","Y"
"FIV300120102XL",0,"N","Y"
"FIV30012010S",0,"N","Y"
"FIV401070193XL",0,"N","Y"
"FIV56088019",0,"N","Y"
"FIV56096188",0,"N","Y"
"FIV58642328SM",0,"N","Y"
"FIV59361019L",0,"N","Y"
"FIV59361019XL",0,"N","Y"
"FIV743697244032",0,"N","Y"
"FIV744010193034",0,"N","Y"
"FIV744010193836",0,"N","Y"
"FIV744010553030",0,"N","Y"
"FIV800160192XL",0,"N","Y"
"FIV80016724XL",0,"N","Y"
"GVTSLL03",0,"N","Y"
"POPLGREEN",52,"S","Y"
"GMGGMSAR",0,"N","Y"
"HOR99239",10,"S","Y"
"CRMLG469H",5,"S","Y"
"LEU115943",0,"S","Y"
"MAKEARM10W",0,"N","Y"
"MAKFGR3OD",0,"N","Y"
"MAKM4AKSBOD",0,"N","Y"
"MAKQUAD14CBR",0,"N","Y"
"MAKREGOD",0,"N","Y"
"MAKTSUPGRADE",0,"N","Y"
"BUT41600",51,"S","Y"
"BUT43334",0,"N","Y"
"HOP24050NF",0,"N","Y"
"UNC99604",0,"N","Y"
"MIL27652NF",0,"N","Y"
"RED117850",12,"S","Y"
"RED117860",0,"N","Y"
"CRMDS122",9,"S","Y"
"BLK20SK01MC",0,"N","Y"
"BLK22GB04BK",0,"N","Y"
"BLK32AS00FG",0,"N","Y"
"BLK75FL026BK",0,"N","Y"
"BLK82FH00NAXL",0,"N","Y"
"BLK82FJ06NASM",0,"N","Y"
"BLK82FJ07GGMD",0,"N","Y"
"BLK82FJ08GNLG",0,"N","Y"
"BLK82FV00BKSM",0,"N","Y"
"BLK82GH00BKMD",0,"N","Y"
"BLK82WJ00BBLG",0,"N","Y"
"BLK86TP06BK4236",0,"N","Y"
"BLK86TP06CB3036",0,"N","Y"
"BLK86TP06CB3234",0,"N","Y"
"BLK86TP06CB4030",0,"N","Y"
"BLK86TP06KH2830",0,"N","Y"
"BLK86TP06KH4430",0,"N","Y"
"BLK86TP06NA3230",0,"N","Y"
"BLK86TP06NA3236",0,"N","Y"
"BLK86TP06NA4032",0,"N","Y"
"BLK86TP06NA4230",0,"N","Y"
"BLK86TP06OD2832",0,"N","Y"
"BLK86TP06OD3030",0,"N","Y"
"BLK86TP07BK3430",0,"N","Y"
"BLK86TP07BK4034",0,"N","Y"
"BLK86TP07BK4232",0,"N","Y"
"BLK86TP07GR2834",0,"N","Y"
"BLK86TP07GR3032",0,"N","Y"
"BLK86TP07GR3834",0,"N","Y"
"BLK86TP07KH3432",0,"N","Y"
"BLK86TP07KH4234",0,"N","Y"
"BLK86TP07NA3034",0,"N","Y"
"BLK86TP07NA3836",0,"N","Y"
"BLK86WP00NBLG",0,"N","Y"
"BLK88CS04BG2XL",0,"N","Y"
"BLK88CS04CGXL",0,"N","Y"
"BLK88CS05GTSM",0,"N","Y"
"BLK88TS05BK3XL",0,"N","Y"
"BLK88TS05NA2XL",0,"N","Y"
"BLK88TS05NAMD",0,"N","Y"
"BLK88TS06BKXL",0,"N","Y"
"BLK88TS06NASM",0,"N","Y"
"BLK90GT00BKLG",0,"N","Y"
"BLK90GT01BKXL",0,"N","Y"
"BLK90GT02BKSM",0,"N","Y"
"BLK90GT02GH3XL",0,"N","Y"
"BLK90GT03BKMD",0,"N","Y"
"BLK90GT03GH2XL",0,"N","Y"
"BLK90GT04BKLG",0,"N","Y"
"BLK90GT04BKXL",0,"N","Y"
"BLK90PEN1BK",0,"N","Y"
"BLK92CC03GWXL",0,"N","Y"
"BLK92CC03WNMD",0,"N","Y"
"BLK92CC04ORLG",0,"N","Y"
"BLK92CC04ORXL",0,"N","Y"
"BLK92CS02NASM",0,"N","Y"
"BLK92FH00BKLG",0,"N","Y"
"BLK92FH00NASM",0,"N","Y"
"BLK92GT01BK2XL",0,"N","Y"
"BLK92NT02BK2831",0,"N","Y"
"BLK92NT02KH2631",0,"N","Y"
"BLK92NT02KH2835",0,"N","Y"
"BLK92PP02BKXL",0,"N","Y"
"BLK92TP02BK3231",0,"N","Y"
"BLK92TP02CB3235",0,"N","Y"
"BLK92TP02KH3431",0,"N","Y"
